,id,slug,url,name,tags,state,category,description,age,gender,caste,is_minority,is_differently_abled,is_dbt,is_widowed_or_divorced,is_bpl,is_student,occupation
1206,4366,hppky,https://www.myscheme.gov.in/schemes/hppky,Himachal Pradesh Patrakar Kalyan Yojana,"Financial Assistance,Journalist,Retirement,Death,Accident",Himachal Pradesh,"Social welfare & Empowerment,Skills & Employment","The scheme ""Himachal Pradesh Patrakar Kalyan Yojana"" was launched by the Director of Information and Public Relations Department, Govt. of Himachal Pradesh aims to provide financial assistance to the serving accredited journalists & retired accredited journalists in adverse situations as accident.","{""ews"":{""gte"":18,""lte"":58},""female"":{""gte"":18,""lte"":58},""general"":{""gte"":18,""lte"":58},""obc"":{""gte"":18,""lte"":58},""sc"":{""gte"":18,""lte"":58},""st"":{""gte"":18,""lte"":58},""widowed"":{""gte"":18,""lte"":58}}",female,"general,obc,sc,ews,st",false,false,false,true,false,false,Journalist
1207,1214,msssy,https://www.myscheme.gov.in/schemes/msssy,Mukhyamantri Shramik Siyaan Sahayata Yojana,"Social Welfare,Financial Assistance",Chhattisgarh,Social welfare & Empowerment,"Chhattisgarh State Government started a scheme ""Mukhyamantri Shramik Siyaan Sahayata Yojana"" for construction worker on 12 May 2022.","{""ews"":{""gte"":59,""lte"":60},""female"":{""gte"":59,""lte"":60},""general"":{""gte"":59,""lte"":60},""obc"":{""gte"":59,""lte"":60},""sc"":{""gte"":59,""lte"":60},""st"":{""gte"":59,""lte"":60},""widowed"":{""gte"":59,""lte"":60}}",female,"sc,obc,st,ews,general",false,false,false,true,false,false,
1208,1215,ies,https://www.myscheme.gov.in/schemes/ies,Institutions of Eminence scheme,"Financial Assistance,Education,Infrastructure",All,Education & Learning,Institutions of Eminence scheme has been launched in order to empower Higher Educational Institutions and to help them become world class teaching and research institutions.,"{""ews"":{""gte"":18,""lte"":100},""female"":{""gte"":18,""lte"":100},""general"":{""gte"":18,""lte"":100},""obc"":{""gte"":18,""lte"":100},""sc"":{""gte"":18,""lte"":100},""st"":{""gte"":18,""lte"":100},""widowed"":{""gte"":18,""lte"":100}}",female,"sc,obc,st,ews,general",false,false,false,true,false,false,
1209,1216,doh,https://www.myscheme.gov.in/schemes/doh,DEVELOPMENT OF HANDICRAFTS,"Handicraft,Puducherry,Training,Skills,Trades",Puducherry,Skills & Employment,The government of Puducherry takes the initiative to revive the vanishing crafts and restore the significance of traditional crafts.,"{""obc"":{""gte"":18,""lte"":35}}","male,female,transgender",obc,false,false,false,false,false,false,
1210,1217,mnsps,https://www.myscheme.gov.in/schemes/mnsps,Mukhyamantri Nirmaan Shramik Pension Sahayata,"Financial Assistance,Social Welfare",Chhattisgarh,Social welfare & Empowerment,"Chhattisgarh State Government started a scheme ""Mukhyamantri Nirmaan Shramik Pension Sahayata"" for Building and other construction worker on 29 March 2023.","{""ews"":{""gte"":60,""lte"":100},""female"":{""gte"":60,""lte"":100},""general"":{""gte"":60,""lte"":100},""obc"":{""gte"":60,""lte"":100},""sc"":{""gte"":60,""lte"":100},""st"":{""gte"":60,""lte"":100},""widowed"":{""gte"":60,""lte"":100}}",female,"sc,obc,st,ews,general",false,false,false,true,false,false,
1211,1218,gsae,https://www.myscheme.gov.in/schemes/gsae,Gayathri Scheme for Academic Excellence,"Financial Assistance,SSC,Brahmin,Education,Student",Andhra Pradesh,Education & Learning,"The ""Gayathri Scheme for Academic Excellence"" scheme aims to provide awards to the topper of the recognized and reputed School/ College/ Institute for his/her academic excellence in SSC/ Intermediate or equivalent/ Graduation/ Professional Education Course for the Academic year. ","{""ews"":{""gte"":14,""lte"":40},""female"":{""gte"":14,""lte"":40},""general"":{""gte"":14,""lte"":40},""obc"":{""gte"":14,""lte"":40},""sc"":{""gte"":14,""lte"":40},""st"":{""gte"":14,""lte"":40},""widowed"":{""gte"":14,""lte"":40}}",female,"sc,obc,st,ews,general",false,false,false,true,false,true,
1212,1219,lbs-wb,https://www.myscheme.gov.in/schemes/lbs-wb,Lakshmir Bhandar Scheme,"Financial Asisstance,Social Welfare,Women,Lakshmir Bhandar",West Bengal,"Social welfare & Empowerment,Women and Child","The ""Lakshmir Bhandar"" scheme is a flagship program to provide financial assistance to women from economically weaker sections of society, for the empowerment of women in the age group of 25-60 years, and enrolled in ‘Swasthya Sathi’.","{""female"":{""gte"":25,""lte"":60}}",female,"sc,st,obc,general,ews,pvtg",false,false,false,false,false,false,
1213,1220,wbtiswfflcm,https://www.myscheme.gov.in/schemes/wbtiswfflcm, West Bengal Textile Incentive Scheme: Waiver of Fees for Land Conversion and Mutation,"Textile,Incentives,Waiver,Entrepreneurship,Subsidy,Reimbursement,Land Conversion,Mutation",West Bengal,Business & Entrepreneurship,"“Waiver of Fees for Land Conversion and Mutation” incentives under “West Bengal Textile Incentive Scheme” scheme implemented by the Dept. of MSME&T, Government of West Bengal, aims to provide a waiver of fees for conversion and mutation of the land as approved in the project.
","{""ews"":{""gte"":18,""lte"":100},""female"":{""gte"":18,""lte"":100},""general"":{""gte"":18,""lte"":100},""obc"":{""gte"":18,""lte"":100},""sc"":{""gte"":18,""lte"":100},""st"":{""gte"":18,""lte"":100},""widowed"":{""gte"":18,""lte"":100}}",female,"sc,obc,st,ews,general",false,false,false,true,false,false,"Artisans, Spinners & Weavers,Entrepreneur"
1214,2896,msmsy,https://www.myscheme.gov.in/schemes/msmsy,Mata Shabri Mahila Sashktikaran Yojana,"LPG Connection,Women,Subsidy,BPL",Himachal Pradesh,"Social welfare & Empowerment,Women and Child","The ""Mata Shabri Mahila Sashktikaran Yojana"" scheme aims to provide subsidies to purchase LPG gas connections and stoves, thereby reducing their dependence on firewood for cooking & improving the quality of life of women from scheduled caste families living below the poverty line (BPL). ","{""female"":{""gte"":18,""lte"":60}}",female,"sc,st,obc,general,ews,pvtg",false,false,false,false,true,false,
1215,4367,fahfptihbocwwb,https://www.myscheme.gov.in/schemes/fahfptihbocwwb,Financial Assistance for Hostel Facility in Professional/Technical Institutions (HBOCWWB),"Financial Assistance,Hostel Facility,Student,Building Worker,Construction Worker,Labour",Haryana,Housing & Shelter,"Under this scheme, the Board provides financial assistance of up to ₹1,20,000/- to the children of construction workers for hostel facilities while they pursue technical/professional courses in recognized institutes. ","{""ews"":{""gte"":18,""lte"":60},""female"":{""gte"":18,""lte"":60},""general"":{""gte"":18,""lte"":60},""obc"":{""gte"":18,""lte"":60},""sc"":{""gte"":18,""lte"":60},""st"":{""gte"":18,""lte"":60},""widowed"":{""gte"":18,""lte"":60}}",female,"general,obc,sc,ews,st",false,false,false,true,false,true,Construction Worker
1216,4368,ps-west-bengal,https://www.myscheme.gov.in/schemes/ps-west-bengal,Pratyasha Scheme- West Bengal,"Police,House,Flats,Financial Assistance,Housing Assistance",West Bengal,Housing & Shelter,The Government of West Bengal has undertaken a housing project scheme named ” PRATYASHA” for Police Personnel (from Inspectors to Constables) working in the West Bengal Police to materialize their dreams of owning houses.,"{""ews"":{""gte"":21,""lte"":60},""female"":{""gte"":21,""lte"":60},""general"":{""gte"":21,""lte"":60},""obc"":{""gte"":21,""lte"":60},""sc"":{""gte"":21,""lte"":60},""st"":{""gte"":21,""lte"":60},""widowed"":{""gte"":21,""lte"":60}}",female,"general,obc,sc,ews,st",false,false,false,true,false,false,
1217,4369,mabcstss,https://www.myscheme.gov.in/schemes/mabcstss,Maintenance Allowance To Backward Class Students Under Training In Sainik Schools,"Vimukta Jatis,Nomadic Tribes,Other Backward Class,School,Social Welfare,Allowance",Maharashtra,"Education & Learning,Social welfare & Empowerment","The scheme “Maintenance Allowance to Backward Class Students Under Training in Sainik School” is a Scholarship Scheme by the Social Justice and Special Assistance Department, Government of Maharashtra. ","{""obc"":{""gte"":0,""lte"":100}}","male,female,transgender",obc,false,false,false,false,false,false,
1218,4370,ks,https://www.myscheme.gov.in/schemes/ks,Khushi Scheme,"Sanitary Pads,Health,Hygiene",Odisha,"Health & Wellness,Women and Child","The Department of Health and Family Welfare, Government of Odisha had introduced a scheme named ""Khushi"" which aims to provide Free sanitary napkins to all girls in Government and aided schools from class 6th to 12th.","{""ews"":{""gte"":10,""lte"":18},""female"":{""gte"":10,""lte"":18},""general"":{""gte"":10,""lte"":18},""obc"":{""gte"":10,""lte"":18},""sc"":{""gte"":10,""lte"":18},""st"":{""gte"":10,""lte"":18},""widowed"":{""gte"":10,""lte"":18}}",female,"general,obc,sc,ews,st",false,false,false,true,false,false,
1219,1226,fasts-gbsy,https://www.myscheme.gov.in/schemes/fasts-gbsy,"Financial Assistance to ST Students under ""Gagan Bharari Shiksha Yojana""","Financial Asisstance,Scheduled Tribe,Student,Education,School",Goa,"Education & Learning,Social welfare & Empowerment","Under the scheme ""Gagan Bharari Shiksha Yojana"", financial assistance of upto ₹ 15,000/- is provided to the Scheduled Tribe Students as the maintenance allowance given under the Post Matric Scholarship is inadequate to meet the expenses on food & travel. ","{""ews"":{""gte"":15,""lte"":100},""female"":{""gte"":15,""lte"":100},""general"":{""gte"":15,""lte"":100},""obc"":{""gte"":15,""lte"":100},""sc"":{""gte"":15,""lte"":100},""st"":{""gte"":15,""lte"":100},""widowed"":{""gte"":15,""lte"":100}}",female,"sc,obc,st,ews,general",false,false,false,true,false,true,
1220,1227,sfapdchh,https://www.myscheme.gov.in/schemes/sfapdchh,Scheme Of Financial Assistance For The Preservation And Development Of Cultural Heritage Of The Himalayas,"Culture,Heritage,Himalayas,Financial Assistance,Development",All,Sports & Culture,"The scheme “Scheme of Financial Assistance for the Preservation and Development of Cultural Heritage of the Himalayas” was launched by the Ministry of Culture, Government of India.","{""ews"":{""gte"":0,""lte"":100},""female"":{""gte"":0,""lte"":100},""general"":{""gte"":0,""lte"":100},""obc"":{""gte"":0,""lte"":100},""sc"":{""gte"":0,""lte"":100},""st"":{""gte"":0,""lte"":100},""widowed"":{""gte"":0,""lte"":100}}",female,"sc,obc,st,ews,general",false,false,false,true,false,false,
1221,1228,mtdy,https://www.myscheme.gov.in/schemes/mtdy,Mukhyamantri Teerth Darshan Yojana,"Senior Citizen,Teerth Darshan,Pilgrimage,Religious,Journey",Madhya Pradesh,Social welfare & Empowerment,"The scheme “Mukhyamantri Teerth Darshan Yojana” was launched by the Department of Religious Trusts and Endowments, Government of Madhya Pradesh in June 2012.","{""female"":{""gte"":58,""lte"":100},""male"":{""gte"":60,""lte"":100},""pwd"":{""gte"":0,""lte"":100}}","female,male","sc,st,obc,general,ews,pvtg",false,true,false,false,false,false,
1222,1229,btfvibc,https://www.myscheme.gov.in/schemes/btfvibc,Bus Traveling Facility For Visually Impaired/Bus Concession,"Visually Impaired,Bus Concession,Free Bus Traveling,DTC Buses,Blindness",Delhi,Social welfare & Empowerment,"The scheme “Bus Traveling Facility for Visually Impaired/Bus Concession” was started by Delhi Social Welfare Department for persons with disabilities. Under the scheme, Delhi Transport Corporation provides facility of free traveling in DTC Buses to the persons with vision impairment.","{""ews"":{""gte"":0,""lte"":100},""female"":{""gte"":0,""lte"":100},""general"":{""gte"":0,""lte"":100},""obc"":{""gte"":0,""lte"":100},""sc"":{""gte"":0,""lte"":100},""st"":{""gte"":0,""lte"":100},""widowed"":{""gte"":0,""lte"":100}}",female,"sc,obc,st,ews,general",false,true,false,true,false,false,
1223,1230,tsigc,https://www.myscheme.gov.in/schemes/tsigc,Tripura Scheme For Incentive To Girl Child,"Incentive,Girl Child,Tripura",Tripura,"Social welfare & Empowerment,Women and Child","An Incentive Scheme by the Directorate Of Social Welfare & Social Education, Tripura, for the girl child born on or after 01/06/2009 to the parents who are cardholders of listed BPL households. ₹300 per head per month up to the month the girl child attains the age of 15 years.","{""ews"":{""gte"":0,""lte"":15},""female"":{""gte"":0,""lte"":15},""general"":{""gte"":0,""lte"":15},""obc"":{""gte"":0,""lte"":15},""sc"":{""gte"":0,""lte"":15},""st"":{""gte"":0,""lte"":15},""widowed"":{""gte"":0,""lte"":15}}",female,"sc,obc,st,ews,general",false,false,false,true,false,false,
1224,1231,yuvasree,https://www.myscheme.gov.in/schemes/yuvasree,Yuvasree Prakalpa,"Employment,Job Seeker,Financial Assistance,Placement",West Bengal,Skills & Employment,"""Yuvasree"" was launched  in 2013 by Labor Department, Government of West Bengal for providing financial assistance to jobseekers. ","{""general"":{""gte"":18,""lte"":45}}","male,female,transgender",general,false,false,false,false,false,false,
1225,4371,mlsp,https://www.myscheme.gov.in/schemes/mlsp,Mobile Lab Scheme (P.B.O.C.W.W.B),"Labour,Building Worker,Construction Worker,Silicosis Diseases,Health",Punjab,Health & Wellness,"The ""Mobile Lab Scheme'' by the BOCW Welfare Board, Department of Labour, Punjab, is a welfare scheme that provides reimbursement of expenditure incurred by the beneficiaries and their dependents for the treatment of silicosis.
","{""ews"":{""gte"":18,""lte"":60},""female"":{""gte"":18,""lte"":60},""general"":{""gte"":18,""lte"":60},""obc"":{""gte"":18,""lte"":60},""sc"":{""gte"":18,""lte"":60},""st"":{""gte"":18,""lte"":60},""widowed"":{""gte"":18,""lte"":60}}",female,"general,obc,sc,ews,st",false,false,false,true,false,false,Construction Worker
1226,4372,mmkvymp,https://www.myscheme.gov.in/schemes/mmkvymp,Mukhyamantri Kanya Vivah Yojana- Madhya Pradesh,"Vivah,Widow,Girl,Abandoned Woman,Destitute",Madhya Pradesh,"Social welfare & Empowerment,Women and Child","The scheme was started by the Social Justice and Empowerment Department, Government of Madhya Pradesh in 2006. The objective of this scheme is to provide financial assistance for the mass marriage of girls, widows, and abandoned women from destitute or poor families in the state.","{""female"":{""gte"":18,""lte"":100},""male"":{""gte"":21,""lte"":100}}","female,male","sc,st,obc,general,ews,pvtg",false,false,false,true,false,false,
1227,1265,awwfu,https://www.myscheme.gov.in/schemes/awwfu,Anganwadi Workers Welfare Fund,"Anganwadi Workers,Women,Provident Fund",Uttarakhand,"Social welfare & Empowerment,Banking,Financial Services and Insurance","“Anganwadi Workers Welfare Fund” is a social security scheme by the Department of Women Empowerment and Child Development, Government of Uttarakhand, that provides financial assistance to the anganwadi worker/helper of the state.","{""ews"":{""gte"":60,""lte"":100},""female"":{""gte"":60,""lte"":100},""general"":{""gte"":60,""lte"":100},""obc"":{""gte"":60,""lte"":100},""sc"":{""gte"":60,""lte"":100},""st"":{""gte"":60,""lte"":100},""widowed"":{""gte"":60,""lte"":100}}",female,"sc,obc,st,ews,general",false,false,false,true,false,false,
1228,4373,bbsa,https://www.myscheme.gov.in/schemes/bbsa,Bhima Bhoi Bhinnakshyama Samarthya Abhiyan,"Empowerment Of Persons With Disabilities,Equal Opportunities,Inclusiveness,Socio-economic Rehabilitation",Odisha,Social welfare & Empowerment,"BBSA is a umbrella scheme under the SSEPD Department, Government of Odisha. The aim of the scheme is to promote inclusivity and empowerment among marginalized communities, particularly focusing on those with disabilities and other forms of social disadvantage. ","{""general"":{""gte"":0,""lte"":100}}","male,female,transgender",general,false,true,false,false,false,false,
1229,4374,djkis,https://www.myscheme.gov.in/schemes/djkis,Digital J&K Internship Scheme,"Financial Assistance,Student,Opportunity",Jammu and Kashmir,Education & Learning,"The ""Digital J&K Internship Scheme"" is an opportunity for the students to secure first-hand and practical work experience. It also aims at active participation in the learning process through experimentation and putting into practice the knowledge acquired in the studies. ","{""ews"":{""gte"":18,""lte"":60},""female"":{""gte"":18,""lte"":60},""general"":{""gte"":18,""lte"":60},""obc"":{""gte"":18,""lte"":60},""sc"":{""gte"":18,""lte"":60},""st"":{""gte"":18,""lte"":60},""widowed"":{""gte"":18,""lte"":60}}",female,"general,obc,sc,ews,st",false,false,false,true,false,true,
1230,4375,sflvisgpg,https://www.myscheme.gov.in/schemes/sflvisgpg,Supply Free Laptops to Visually Impaired Students Pursuing Higher Education,"Student,Person With Disability,Laptop,Visually Impaired",Odisha,"Education & Learning,Social welfare & Empowerment","The 'Supply Free Laptops to Visually Impaired Students Pursuing Higher Education' scheme is under the Social Security and Empowerment of Persons with Disabilities Department, Government of Odisha. The scheme aims to provide free laptops to visually impaired students pursuing courses.","{""ews"":{""gte"":17,""lte"":40},""female"":{""gte"":17,""lte"":40},""general"":{""gte"":17,""lte"":40},""obc"":{""gte"":17,""lte"":40},""sc"":{""gte"":17,""lte"":40},""st"":{""gte"":17,""lte"":40},""widowed"":{""gte"":17,""lte"":40}}",female,"general,obc,sc,ews,st",false,true,false,true,false,true,
1231,4376,cmat-ap,https://www.myscheme.gov.in/schemes/cmat-ap,Chief Ministergi Artistesinggi Tengbang (CMAT) – Artiste’s Pension,"Artist,Pension,Financial Assistance,Manipur,Culture",Manipur,"Sports & Culture,Social welfare & Empowerment","The scheme ""Chief Ministergi Artistesinggi Tengbang (CMAT) – Artiste’s Pension"" by the Dept. of Art and Culture, Govt. of Manipur provides a monthly pension of up to ₹ 4,000/- to the aged reputed artists who have contributed to making the tradition, culture, and art forms of Manipur more vibrant.","{""ews"":{""gte"":60,""lte"":100},""female"":{""gte"":60,""lte"":100},""general"":{""gte"":60,""lte"":100},""obc"":{""gte"":60,""lte"":100},""sc"":{""gte"":60,""lte"":100},""st"":{""gte"":60,""lte"":100},""widowed"":{""gte"":60,""lte"":100}}",female,"general,obc,sc,ews,st",false,false,false,true,false,false,"Artisans, Spinners & Weavers,Artists"
1232,4377,vtvscsgit,https://www.myscheme.gov.in/schemes/vtvscsgit,Vocational Training For VJNT And SBC Candidates Studying In Government Industrial Training Institute,"Vocational Training,Government Industrial Training,Vimukta Jati And Nomadic Tribes,Special Backward Classes",Maharashtra,Social welfare & Empowerment,The State Government of Maharashtra has introduced in 2003-04 the scheme to create self-employment for unemployed youths and students of VJNT and SBC who apply for a Vocational Training.,"{""obc"":{""gte"":0,""lte"":100}}","male,female,transgender",obc,false,false,false,false,false,false,
1233,4378,fesfpc,https://www.myscheme.gov.in/schemes/fesfpc,"Free Education Scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary, and Law)","Minority Welfare,Scholarship,Education",Tamil Nadu,Education & Learning,"This scheme provides full coverage of tuition fees, special fees, and examination fees for Backward Classes (BC), Most Backward Classes (MBC), and Denotified Communities (DNC) students pursuing professional courses.
","{""obc"":{""gte"":18,""lte"":45}}","male,female,transgender",obc,true,false,false,false,false,false,
1234,4379,fesftydpc,https://www.myscheme.gov.in/schemes/fesftydpc,Free Education Scholarship for Three-Year Diploma (Polytechnic Courses),"Minority Welfare,Scholarship,Education,Polytechnic Courses,Diploma",Tamil Nadu,Education & Learning,"This scheme provides free education scholarships for students from Backward Classes, Most Backward Classes, and Denotified Communities pursuing 3-year Diploma courses in Government and Government-Aided Polytechnics.
","{""obc"":{""gte"":18,""lte"":40}}","male,female,transgender",obc,true,false,false,false,false,false,
1235,4380,ab-pmjay,https://www.myscheme.gov.in/schemes/ab-pmjay,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,"Health,Insurance",All,Health & Wellness,"AB PM-JAY is a health insurance scheme for low-income families in rural and urban areas. The scheme aims to provide affordable healthcare facilities to the Poor. It is the largest health assurance scheme in the world which aims at providing a health cover of ₹5,00,000/- per family per year.","{""ews"":{""gte"":0,""lte"":100},""female"":{""gte"":0,""lte"":100},""general"":{""gte"":0,""lte"":100},""obc"":{""gte"":0,""lte"":100},""sc"":{""gte"":0,""lte"":100},""st"":{""gte"":0,""lte"":100},""widowed"":{""gte"":0,""lte"":100}}",female,"general,obc,sc,ews,st",false,false,false,true,false,false,
1236,4381,prla,https://www.myscheme.gov.in/schemes/prla,Physical Research Laboratory Award,"Award,Scientist,Cash Prize",All,Education & Learning,"The PRL Award, instituted by the late Prof. Devendra Lal, former Director of the Physical Research Laboratory (PRL), is awarded biennially to recognize outstanding Indian scientists for original work in Earth & Planetary systems, including areas like Oceanography, Atmospheric Sciences & Meteorology.","{""ews"":{""gte"":25,""lte"":45},""female"":{""gte"":25,""lte"":45},""general"":{""gte"":25,""lte"":45},""obc"":{""gte"":25,""lte"":45},""sc"":{""gte"":25,""lte"":45},""st"":{""gte"":25,""lte"":45},""widowed"":{""gte"":25,""lte"":45}}",female,"general,obc,sc,ews,st",false,false,false,true,false,false,
1237,4382,ostf,https://www.myscheme.gov.in/schemes/ostf,Odisha State Treatment Fund,"Financial Assistance,Patients,Life Threatening Disorders & Diseases",Odisha,"Health & Wellness,Banking,Financial Services and Insurance",The Odisha State Treatment Fund will provide financial assistance for treatment of the poor patients suffering from life threatening disorders & diseases. The financial assistance will be released to the Medical Institutions where the patient undergoes treatment.,"{""ews"":{""gte"":15,""lte"":100},""female"":{""gte"":15,""lte"":100},""general"":{""gte"":15,""lte"":100},""obc"":{""gte"":15,""lte"":100},""sc"":{""gte"":15,""lte"":100},""st"":{""gte"":15,""lte"":100},""widowed"":{""gte"":15,""lte"":100}}",female,"general,obc,sc,ews,st",false,false,false,true,false,false,
1238,4383,gpt-hbocwwb,https://www.myscheme.gov.in/schemes/gpt-hbocwwb,Grant For Purchase Of Tools (HBOCWWB),"Construction Worker,Labour,Tools,Financial Assistance",Haryana,Social welfare & Empowerment,"The scheme “Grant for Purchase of Tools (HBOCWWB)” was launched by the Haryana Building and Other Construction Workers Welfare Board (HBOCWWB), Labour Department Haryana.","{""ews"":{""gte"":18,""lte"":60},""female"":{""gte"":18,""lte"":60},""general"":{""gte"":18,""lte"":60},""obc"":{""gte"":18,""lte"":60},""sc"":{""gte"":18,""lte"":60},""st"":{""gte"":18,""lte"":60},""widowed"":{""gte"":18,""lte"":60}}",female,"general,obc,sc,ews,st",false,false,false,true,false,false,Construction Worker
1239,1244,kgp-goa,https://www.myscheme.gov.in/schemes/kgp-goa,Kala Gaurav Puraskar,"Award,Art,Culture,Lifetime Achievement,Financial Assistance",Goa,Sports & Culture,"""Kala Gaurav Puraskar"" is presented to artists working in the field of Art and Culture who have given outstanding contributions in their respective fields of art. Such artists need to be felicitated and their substantial contribution needs to be felicitated.","{""ews"":{""gte"":60,""lte"":100},""female"":{""gte"":60,""lte"":100},""general"":{""gte"":60,""lte"":100},""obc"":{""gte"":60,""lte"":100},""sc"":{""gte"":60,""lte"":100},""st"":{""gte"":60,""lte"":100},""widowed"":{""gte"":60,""lte"":100}}",female,"sc,obc,st,ews,general",false,false,false,true,false,false,
1240,1245,tgjy,https://www.myscheme.gov.in/schemes/tgjy,Telangana Grama Jyothi,,Telangana,"Agriculture,Rural & Environment",The Government of Telangana launched Gram Jyothi program as a logical continuation to Mana Ooru-Mana Pranalika.The Scheme was launched on 17 August 2015 launched a flagship program Grama Jyothi across the state. The scheme is aimed at comprehensive development of rural areas.,"{""general"":{""gte"":0,""lte"":100}}","male,female,transgender",general,false,false,false,false,false,false,
1241,4384,bbtbdftwodap,https://www.myscheme.gov.in/schemes/bbtbdftwodap,Book Binder Training by Department for the Welfare of Differently Abled Persons,"Visually Impaired,Differently Abled Person,Training",Tamil Nadu,Skills & Employment,"The 'Book Binder Training by Department for the Welfare of Differently Abled Persons' was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. The scheme aims to provide book binder training to visually impaired candidates.","{""ews"":{""gte"":18,""lte"":40},""female"":{""gte"":18,""lte"":40},""general"":{""gte"":18,""lte"":40},""obc"":{""gte"":18,""lte"":40},""sc"":{""gte"":18,""lte"":40},""st"":{""gte"":18,""lte"":40},""widowed"":{""gte"":18,""lte"":40}}",female,"general,obc,sc,ews,st",false,true,false,true,false,false,
1242,1248,spgiacomrg,https://www.myscheme.gov.in/schemes/spgiacomrg,Scheme to Provide Grant in Aid to Cultural Organization (Maintenance/ Regular Grants),"Grant,Reimbursement,Culture,Talent,Artist",Goa,Sports & Culture,"""Scheme to Provide Grant in Aid to Cultural Organization (Maintenance/ Regular Grants)"" by the Directorate of Art and Culture, Govt. of Goa, aims to provide financial support to voluntary Cultural Organizations in order to promote cultural activities and to create and develop cultural talent in Goa.","{""ews"":{""gte"":18,""lte"":100},""female"":{""gte"":18,""lte"":100},""general"":{""gte"":18,""lte"":100},""obc"":{""gte"":18,""lte"":100},""sc"":{""gte"":18,""lte"":100},""st"":{""gte"":18,""lte"":100},""widowed"":{""gte"":18,""lte"":100}}",female,"sc,obc,st,ews,general",false,false,false,true,false,false,"Artisans, Spinners & Weavers,Artists"
1243,1249,cmst-sfapinf,https://www.myscheme.gov.in/schemes/cmst-sfapinf,Chief Ministergi Artistesinggi Tengbang (CMAT) – Scheme Of Festival Assistance For Participating In International & National Festival,"Culture,Artist,Financial Assistance",Manipur,"Sports & Culture,Social welfare & Empowerment","Through the scheme ""Chief Ministergi Artistesinggi Tengbang (CMAT)-Scheme of Festival Assistance for Participating in International & National Festival"", the artists will be extended a sum of financial assistance to meet their travel costs and journey costs to participate in International Festivals.","{""ews"":{""gte"":14,""lte"":100},""female"":{""gte"":14,""lte"":100},""general"":{""gte"":14,""lte"":100},""obc"":{""gte"":14,""lte"":100},""sc"":{""gte"":14,""lte"":100},""st"":{""gte"":14,""lte"":100},""widowed"":{""gte"":14,""lte"":100}}",female,"sc,obc,st,ews,general",false,false,false,true,false,false,"Artisans, Spinners & Weavers,Artists"
1244,4385,ksp,https://www.myscheme.gov.in/schemes/ksp,Karma Sathi Prakalpa,"Employment,Entrepreneur,West Bengal,Loan,Subsidy",West Bengal,Skills & Employment,"The Government of West Bengal has taken remarkable initiatives in employment generation for the promising youth through opening new doors to help intending or prospective entrepreneurs and make them self-dependent, those who are interested in new ventures.","{""ews"":{""gte"":18,""lte"":50},""female"":{""gte"":18,""lte"":50},""general"":{""gte"":18,""lte"":50},""obc"":{""gte"":18,""lte"":50},""sc"":{""gte"":18,""lte"":50},""st"":{""gte"":18,""lte"":50},""widowed"":{""gte"":18,""lte"":50}}",female,"general,obc,sc,ews,st",false,false,false,true,false,false,Entrepreneur
1245,4386,ndacw,https://www.myscheme.gov.in/schemes/ndacw,Natural Death Assistance for the Construction Workers,"Labour,Natural Death,Construction Workers,Financial Assistance",Delhi,Social welfare & Empowerment,"""Natural Death Assistance for the Construction Workers"" by the Delhi Building and Other Construction Workers Welfare Board, Labour Dept., Delhi, is a welfare scheme that provides financial assistance of ₹1,00,000/- to the nominees/dependents of the members in case of natural death of the worker.","{""ews"":{""gte"":18,""lte"":65},""female"":{""gte"":18,""lte"":65},""general"":{""gte"":18,""lte"":65},""obc"":{""gte"":18,""lte"":65},""sc"":{""gte"":18,""lte"":65},""st"":{""gte"":18,""lte"":65},""widowed"":{""gte"":18,""lte"":65}}",female,"general,obc,sc,ews,st",false,false,false,true,false,false,Construction Worker
1246,4387,pb-gbocwwb,https://www.myscheme.gov.in/schemes/pb-gbocwwb,Pension Benefit (GBOCWWB),"Pension,Labour,Financial Assistance,Worker,Construction",Goa,Social welfare & Empowerment,"""Pension Benefit (GBOCWWB)"" is a Welfare Scheme by the Goa Building and Other Construction Workers Welfare Board, Goa. A member of the Fund who has been working as a building worker for not less than one year, be eligible for a pension of ₹300/- per month, on completion of sixty years of age.","{""ews"":{""gte"":18,""lte"":60},""female"":{""gte"":18,""lte"":60},""general"":{""gte"":18,""lte"":60},""obc"":{""gte"":18,""lte"":60},""sc"":{""gte"":18,""lte"":60},""st"":{""gte"":18,""lte"":60},""widowed"":{""gte"":18,""lte"":60}}",female,"general,obc,sc,ews,st",false,false,false,true,false,false,Construction Worker
